
2688078,21,45,36,2688083,2688078,
2688078,39,14,47,2688083,2688078,
2688078,6,12,29,2688083,2688078,
2688078,2,37,3,2688083,2688078,
2688083,33,9,17,2688088,2688083,
2688083,24,16,43,2688088,2688083,
2688083,31,46,26,2688088,2688083,
2688083,41,1,5,2688088,2688083,
2688088,34,10,28,2688093,2688088,
2688088,18,11,7,2688093,2688088,
2688088,35,38,13,2688093,2688088,
2688088,30,15,25,2688093,2688088,
2688093,27,48,22,2688096,2688093,
2688093,42,40,32,2688096,2688093,
2688093,44,23,4,2688096,2688093,
2688093,8,19,20,2688096,2688093,
