
718192,100,14,47,10,718197,718192,
718192,99,31,93,29,718197,718192,
718192,21,39,22,82,718197,718192,
718192,98,77,56,76,718197,718192,
718192,53,70,6,85,718197,718192,
718197,12,74,81,78,718202,718197,
718197,95,57,49,30,718202,718197,
718197,65,50,48,34,718202,718197,
718197,94,79,69,15,718202,718197,
718197,13,61,55,90,718202,718197,
718202,1,28,52,66,718207,718202,
718202,7,88,37,91,718207,718202,
718202,59,40,42,4,718207,718202,
718202,25,64,63,5,718207,718202,
718202,97,89,92,19,718207,718202,
718207,23,38,17,68,718212,718207,
718207,83,20,96,75,718212,718207,
718207,27,80,35,43,718212,718207,
718207,44,8,71,72,718212,718207,
718207,32,9,84,86,718212,718207,
718212,62,16,67,51,718215,718212,
718212,58,3,73,24,718215,718212,
718212,26,46,41,45,718215,718212,
718212,87,18,36,2,718215,718212,
718212,60,11,33,54,718215,718212,
