
425352,21,39,100,76,425357,425352,
425352,74,81,78,95,425357,425352,
425352,98,53,77,56,425357,425352,
425352,99,22,82,10,425357,425352,
425352,70,6,85,12,425357,425352,
425357,26,68,58,17,425362,425357,
425357,38,42,4,59,425362,425357,
425357,90,55,61,13,425362,425357,
425357,97,89,92,19,425362,425357,
425357,52,1,25,63,425362,425357,
425362,44,8,71,72,425367,425362,
425362,15,69,79,94,425367,425362,
425362,88,60,11,33,425367,425362,
425362,5,27,80,66,425367,425362,
425362,64,83,20,96,425367,425362,
425367,40,9,84,32,425372,425367,
425367,23,35,62,43,425372,425367,
425367,30,75,49,57,425372,425367,
425367,28,65,50,34,425372,425367,
425367,86,37,7,3,425372,425367,
425372,16,67,51,45,425375,425372,
425372,91,87,54,18,425375,425372,
425372,24,73,36,2,425375,425372,
425372,48,29,93,31,425375,425372,
425372,46,41,47,14,425375,425372,
