
3212818,29,28,48,3212823,3212818,
3212818,21,36,11,3212823,3212818,
3212818,39,45,24,3212823,3212818,
3212818,14,41,16,3212823,3212818,
3212823,22,31,10,3212828,3212823,
3212823,46,26,17,3212828,3212823,
3212823,2,6,12,3212828,3212823,
3212823,3,38,43,3212828,3212823,
3212828,15,20,19,3212833,3212828,
3212828,33,7,35,3212833,3212828,
3212828,5,8,23,3212833,3212828,
3212828,37,32,42,3212833,3212828,
3212833,27,30,34,3212836,3212833,
3212833,40,9,18,3212836,3212833,
3212833,4,13,44,3212836,3212833,
3212833,25,1,47,3212836,3212833,
