
2673042,2,36,38,2673047,2673042,
2673042,45,14,10,2673047,2673042,
2673042,39,47,18,2673047,2673042,
2673042,21,46,32,2673047,2673042,
2673047,24,7,37,2673052,2673047,
2673047,17,40,35,2673052,2673047,
2673047,41,22,15,2673052,2673047,
2673047,33,11,26,2673052,2673047,
2673052,13,19,20,2673057,2673052,
2673052,4,25,34,2673057,2673052,
2673052,42,5,30,2673057,2673052,
2673052,48,28,1,2673057,2673052,
2673057,8,16,29,2673060,2673057,
2673057,12,6,31,2673060,2673057,
2673057,44,23,27,2673060,2673057,
2673057,9,3,43,2673060,2673057,
