
3207295,43,19,25,3207300,3207295,
3207295,3,17,42,3207300,3207295,
3207295,14,16,46,3207300,3207295,
3207295,45,18,32,3207300,3207295,
3207300,36,39,21,3207305,3207300,
3207300,29,6,12,3207305,3207300,
3207300,47,22,10,3207305,3207300,
3207300,27,28,34,3207305,3207300,
3207305,20,44,5,3207310,3207305,
3207305,33,11,7,3207310,3207305,
3207305,31,15,30,3207310,3207305,
3207305,26,37,38,3207310,3207305,
3207310,4,35,48,3207313,3207310,
3207310,23,13,9,3207313,3207310,
3207310,8,1,24,3207313,3207310,
3207310,40,2,41,3207313,3207310,
