
250314,31,95,57,1,250319,250314,
250314,93,50,65,52,250319,250314,
250314,30,15,96,64,250319,250314,
250314,70,85,12,28,250319,250314,
250314,78,49,75,83,250319,250314,
250319,80,62,86,84,250324,250319,
250319,97,89,92,19,250324,250319,
250319,71,90,55,59,250324,250319,
250319,63,66,34,26,250324,250319,
250319,72,61,13,23,250324,250319,
250324,42,32,7,68,250329,250324,
250324,9,88,18,24,250329,250324,
250324,44,8,20,5,250329,250324,
250324,38,37,60,54,250329,250324,
250324,35,43,91,58,250329,250324,
250329,87,17,27,25,250334,250329,
250329,33,11,73,47,250334,250329,
250329,67,36,2,51,250334,250329,
250329,4,40,3,16,250334,250329,
250329,48,76,6,22,250334,250329,
250334,69,79,94,74,250337,250334,
250334,41,14,21,98,250337,250334,
250334,29,81,53,77,250337,250334,
250334,45,39,100,99,250337,250334,
250334,46,10,82,56,250337,250334,
