ReefID,X,Y,ClusterID,,kMeansIters,1,,W_MS,1,,W_D,1
2,0,34,3
46,39,44,3
14,16,21,3
18,12,69,3
12,53,2,3
6,45,5,3
11,4,91,3
41,23,29,3
39,1,6,3
15,95,18,3
33,6,88,3
36,5,46,3
23,64,73,0
34,42,40,0
8,91,61,0
29,41,23,0
4,58,78,0
13,82,92,0
43,40,56,0
16,26,47,0
42,54,84,0
27,57,62,0
17,38,71,0
3,24,69,0
28,59,37,2
35,48,64,2
5,64,62,2
44,76,66,2
19,99,67,2
9,42,95,2
25,68,53,2
26,44,47,2
37,29,90,2
7,27,81,2
20,94,35,2
38,50,70,2
48,38,37,1
1,67,41,1
22,33,22,1
47,23,26,1
30,78,29,1
31,35,16,1
24,11,41,1
21,11,3,1
40,48,93,1
45,8,31,1
10,36,27,1
32,42,90,1
