
3208072,30,19,28,3208077,3208072,
3208072,3,17,27,3208077,3208072,
3208072,14,16,48,3208077,3208072,
3208072,45,32,38,3208077,3208072,
3208077,21,39,24,3208082,3208077,
3208077,6,12,46,3208082,3208077,
3208077,10,22,47,3208082,3208077,
3208077,31,29,34,3208082,3208077,
3208082,15,20,1,3208087,3208082,
3208082,33,11,7,3208087,3208082,
3208082,41,43,44,3208087,3208082,
3208082,26,25,37,3208087,3208082,
3208087,35,23,5,3208090,3208087,
3208087,42,13,8,3208090,3208087,
3208087,4,36,2,3208090,3208087,
3208087,40,9,18,3208090,3208087,
