
2150988,47,37,40,2150993,2150988,
2150988,16,8,13,2150993,2150988,
2150988,10,29,28,2150993,2150988,
2150988,41,43,42,2150993,2150988,
2150993,9,11,7,2150998,2150993,
2150993,32,19,30,2150998,2150993,
2150993,33,18,45,2150998,2150993,
2150993,4,44,5,2150998,2150993,
2150998,24,14,48,2151003,2150998,
2150998,3,17,1,2151003,2150998,
2150998,27,12,6,2151003,2150998,
2150998,35,38,23,2151003,2150998,
2151003,20,15,36,2151006,2151003,
2151003,46,31,2,2151006,2151003,
2151003,34,22,39,2151006,2151003,
2151003,26,25,21,2151006,2151003,
