
1637523,12,46,16,1637528,1637523,
1637523,14,45,38,1637528,1637523,
1637523,18,11,32,1637528,1637523,
1637523,41,34,43,1637528,1637523,
1637528,42,13,44,1637533,1637528,
1637528,27,5,8,1637533,1637528,
1637528,36,3,17,1637533,1637528,
1637528,7,9,40,1637533,1637528,
1637533,28,29,31,1637538,1637533,
1637533,20,15,30,1637538,1637533,
1637533,19,25,1,1637538,1637533,
1637533,23,37,33,1637538,1637533,
1637538,4,35,24,1637541,1637538,
1637538,26,48,2,1637541,1637538,
1637538,6,21,39,1637541,1637538,
1637538,10,22,47,1637541,1637538,
