
447,47,41,67,48,34,452,447,
447,22,82,29,50,46,452,447,
447,39,53,70,43,80,452,447,
447,11,58,55,63,57,452,447,
452,65,52,26,62,64,457,452,
452,76,56,6,74,78,457,452,
452,49,69,75,96,30,457,452,
452,14,98,79,71,72,457,452,
457,95,81,85,93,28,462,457,
457,83,97,89,92,25,462,457,
457,31,77,21,99,87,462,457,
457,94,61,84,86,91,462,457,
462,1,5,23,4,38,467,462,
462,44,90,8,19,13,467,462,
462,16,18,7,68,17,467,462,
462,10,12,15,20,40,467,462,
467,35,27,66,3,54,470,467,
467,42,32,9,37,88,470,467,
467,59,60,33,36,73,470,467,
467,24,2,45,100,51,470,467,
