
433,100,98,22,82,10,438,433,
433,93,70,6,85,12,438,433,
433,73,66,83,19,69,438,433,
433,81,78,91,86,32,438,433,
438,1,97,72,64,63,443,438,
438,95,57,75,15,20,443,438,
438,76,74,94,79,89,443,438,
438,71,92,61,13,62,443,438,
443,5,27,4,38,35,448,443,
443,65,31,99,14,2,448,443,
443,8,90,59,42,84,448,443,
443,96,16,33,3,68,448,443,
448,26,34,29,24,67,453,448,
448,80,23,55,25,30,453,448,
448,9,37,88,7,87,453,448,
448,40,54,36,39,21,453,448,
453,43,46,48,50,56,456,453,
453,17,58,60,11,18,456,453,
453,51,45,41,47,77,456,453,
453,52,28,44,49,53,456,453,
