
437,77,29,10,67,16,442,437,
437,14,85,12,74,78,442,437,
437,57,75,96,89,71,442,437,
437,68,61,72,69,79,442,437,
442,28,65,56,93,82,447,442,
442,95,94,15,20,30,447,442,
442,25,83,97,92,55,447,442,
442,99,91,86,84,59,447,442,
447,66,62,18,3,17,452,447,
447,64,8,19,44,5,452,447,
447,1,81,6,76,2,452,447,
447,4,13,9,11,7,452,447,
452,35,38,23,27,80,457,452,
452,26,47,51,24,36,457,452,
452,42,40,32,37,88,457,452,
452,90,60,33,87,100,457,452,
457,46,34,48,50,22,460,457,
457,43,58,54,73,45,460,457,
457,41,31,70,53,98,460,457,
457,63,52,49,21,39,460,457,
