
443,77,53,6,85,50,448,443,
443,21,39,45,51,41,448,443,
443,10,48,46,52,1,448,443,
443,44,64,30,49,95,448,443,
448,76,56,70,74,65,453,448,
448,81,78,15,75,57,453,448,
448,47,67,68,62,63,453,448,
448,2,79,69,83,72,453,448,
453,28,89,97,25,66,458,453,
453,82,22,98,99,100,458,453,
453,12,94,92,55,90,458,453,
453,61,84,86,88,91,458,453,
458,80,4,42,38,35,463,458,
458,5,43,16,18,3,463,458,
458,32,9,11,54,7,463,458,
458,96,20,8,19,13,463,458,
463,17,58,37,60,87,466,463,
463,27,23,59,71,26,466,463,
463,34,29,93,31,14,466,463,
463,40,33,36,73,24,466,463,
