
2473,21,100,99,98,77,2478,2473,
2473,39,2,53,70,31,2478,2473,
2478,22,50,56,65,28,2483,2478,
2478,6,85,12,74,57,2483,2478,
2483,29,82,10,48,34,2488,2483,
2483,26,38,61,94,81,2488,2483,
2488,78,49,69,15,75,2493,2488,
2488,76,79,20,72,97,2493,2488,
2493,83,71,8,55,90,2498,2493,
2493,89,92,19,64,25,2498,2493,
2498,44,23,5,63,1,2503,2498,
2498,96,30,95,52,84,2503,2498,
2503,27,66,43,35,17,2508,2503,
2503,59,13,86,91,58,2508,2503,
2508,4,42,40,9,32,2513,2508,
2508,7,37,88,60,33,2513,2508,
2513,68,3,87,54,18,2518,2513,
2513,11,80,16,14,36,2518,2513,
2518,67,73,24,51,45,2521,2518,
2518,62,46,93,41,47,2521,2518,
