
437,96,89,61,71,72,442,437,
437,29,10,67,16,68,442,437,
437,14,77,85,12,74,442,437,
437,78,79,69,75,57,442,437,
442,20,92,83,97,25,447,442,
442,55,59,84,86,91,447,442,
442,30,15,94,95,28,447,442,
442,65,56,93,99,82,447,442,
447,5,44,13,17,62,452,447,
447,64,19,8,1,66,452,447,
447,4,9,7,11,18,452,447,
447,81,6,76,2,3,452,447,
452,23,90,27,80,26,457,452,
452,37,88,60,33,87,457,452,
452,35,38,42,40,32,457,452,
452,36,24,51,100,47,457,452,
457,46,52,70,53,98,460,457,
457,34,48,50,22,41,460,457,
457,43,58,54,73,45,460,457,
457,63,49,31,21,39,460,457,
