
427,47,22,31,29,10,432,427,
427,99,21,2,36,24,432,427,
427,62,91,40,38,35,432,427,
427,54,33,88,63,25,432,427,
432,46,48,50,56,28,437,432,
432,67,51,45,16,43,437,432,
432,58,18,60,32,42,437,432,
432,53,75,59,23,27,437,432,
437,3,7,37,9,17,442,437,
437,5,4,13,55,8,442,437,
437,93,1,20,89,19,442,437,
437,11,14,39,6,12,442,437,
442,66,34,74,57,52,447,442,
442,44,90,92,97,83,447,442,
442,87,73,100,98,82,447,442,
442,86,84,15,94,85,447,442,
447,65,76,70,77,41,450,447,
447,95,30,49,69,79,450,447,
447,72,71,64,80,26,450,447,
447,68,61,96,78,81,450,447,
