
51516,14,93,12,74,65,51521,51516,
51516,47,86,84,9,32,51521,51516,
51516,41,10,76,95,28,51521,51516,
51516,100,39,21,99,98,51521,51516,
51521,1,97,92,71,64,51526,51521,
51521,46,35,42,23,44,51526,51521,
51521,57,75,15,30,25,51526,51521,
51521,48,51,24,73,62,51526,51521,
51526,16,18,87,3,17,51531,51526,
51526,8,55,61,13,4,51531,51526,
51526,27,91,88,54,58,51531,51526,
51526,63,72,19,90,59,51531,51526,
51531,20,96,49,52,66,51536,51531,
51531,5,80,38,43,34,51536,51531,
51531,83,89,78,81,29,51536,51531,
51531,40,37,7,68,26,51536,51531,
51536,60,11,33,36,2,51539,51536,
51536,67,45,22,31,53,51539,51536,
51536,69,79,94,50,82,51539,51536,
51536,56,85,6,70,77,51539,51536,
