
2473,14,47,51,45,24,2478,2473,
2473,21,73,36,54,48,2478,2473,
2478,67,34,26,66,5,2483,2478,
2478,39,10,65,38,87,2483,2478,
2483,43,62,68,91,88,2488,2483,
2483,16,41,2,18,60,2488,2483,
2488,58,17,35,32,9,2493,2488,
2488,7,33,11,37,40,2493,2488,
2493,42,4,13,55,59,2498,2493,
2493,84,86,3,80,83,2498,2493,
2498,23,27,63,25,1,2503,2498,
2498,44,90,61,19,8,2503,2498,
2503,97,72,71,92,89,2508,2503,
2503,28,95,57,30,20,2508,2503,
2508,49,75,96,15,69,2513,2508,
2508,79,78,74,12,6,2513,2508,
2513,81,85,56,46,82,2518,2513,
2513,94,64,52,99,53,2518,2513,
2518,76,29,93,31,22,2521,2518,
2518,50,70,77,98,100,2521,2518,
