
2467,39,21,14,47,51,2472,2467,
2467,77,45,2,36,24,2472,2467,
2472,67,16,46,34,26,2477,2472,
2472,82,52,59,80,43,2477,2472,
2477,68,3,87,18,33,2482,2477,
2477,27,73,60,88,84,2482,2477,
2482,7,91,37,86,32,2487,2482,
2482,11,54,58,17,13,2487,2482,
2487,42,4,38,35,23,2492,2487,
2487,40,9,62,25,61,2492,2487,
2492,63,64,71,72,83,2497,2492,
2492,90,55,19,8,69,2497,2492,
2497,97,92,89,20,75,2502,2497,
2497,5,1,79,15,30,2502,2497,
2502,57,49,96,94,74,2507,2502,
2502,44,66,48,65,85,2507,2502,
2507,76,56,50,10,93,2512,2507,
2507,28,95,78,6,98,2512,2507,
2512,29,22,31,70,53,2515,2512,
2512,81,12,41,100,99,2515,2512,
