
904308,12,94,79,69,904313,904308,
904308,57,30,97,83,904313,904308,
904308,56,76,52,28,904313,904308,
904308,74,81,78,95,904313,904308,
904308,31,93,29,65,904313,904308,
904313,62,3,7,91,904318,904313,
904313,49,75,15,96,904318,904313,
904313,1,25,63,64,904318,904313,
904313,26,66,80,27,904318,904313,
904313,20,89,92,19,904318,904313,
904318,42,40,9,84,904323,904318,
904318,5,59,23,4,904323,904318,
904318,44,8,71,72,904323,904318,
904318,32,86,88,37,904323,904318,
904318,90,55,61,13,904323,904318,
904323,46,34,48,50,904328,904323,
904323,87,18,36,73,904328,904323,
904323,17,58,68,16,904328,904323,
904323,60,11,33,54,904328,904323,
904323,38,35,43,67,904328,904323,
904328,41,47,98,99,904331,904328,
904328,10,22,77,53,904331,904328,
904328,51,45,14,100,904331,904328,
904328,82,85,6,70,904331,904328,
904328,24,2,39,21,904331,904328,
