
2622516,45,47,41,2622521,2622516,
2622516,48,46,43,2622521,2622516,
2622516,39,42,38,2622521,2622516,
2622516,37,40,44,2622521,2622516,
2622521,3,7,9,2622526,2622521,
2622521,4,8,5,2622526,2622521,
2622521,10,6,12,2622526,2622521,
2622521,11,2,1,2622526,2622521,
2622526,26,34,29,2622531,2622526,
2622526,35,27,25,2622531,2622526,
2622526,31,30,28,2622531,2622526,
2622526,32,33,36,2622531,2622526,
2622531,16,24,14,2622534,2622531,
2622531,17,18,22,2622534,2622531,
2622531,23,13,19,2622534,2622531,
2622531,20,15,21,2622534,2622531,
