
189084,31,73,67,52,189089,189084,
189084,21,100,50,26,189089,189084,
189084,82,56,74,49,189089,189084,
189084,98,53,94,79,189089,189084,
189084,39,77,15,66,189089,189084,
189089,69,92,55,9,189094,189089,
189089,57,90,27,43,189094,189089,
189089,89,8,61,13,189094,189089,
189089,65,59,84,32,189094,189089,
189089,87,11,88,91,189094,189089,
189094,4,7,3,68,189099,189094,
189094,35,86,60,18,189099,189094,
189094,40,42,38,29,189099,189094,
189094,37,54,99,70,189099,189094,
189094,33,58,62,44,189099,189094,
189099,63,97,12,85,189104,189099,
189099,17,46,30,95,189104,189099,
189099,80,23,71,64,189104,189099,
189099,16,48,75,1,189104,189099,
189099,5,83,20,81,189104,189099,
189104,34,78,6,93,189107,189104,
189104,41,24,36,51,189107,189104,
189104,22,47,45,2,189107,189104,
189104,25,19,72,76,189107,189104,
189104,28,96,10,14,189107,189104,
