
3207883,30,19,28,3207888,3207883,
3207883,3,17,27,3207888,3207883,
3207883,14,16,48,3207888,3207883,
3207883,41,45,38,3207888,3207883,
3207888,21,39,24,3207893,3207888,
3207888,6,12,46,3207893,3207888,
3207888,10,22,47,3207893,3207888,
3207888,31,29,34,3207893,3207888,
3207893,15,20,5,3207898,3207893,
3207893,33,11,7,3207898,3207893,
3207893,43,44,32,3207898,3207893,
3207893,26,25,37,3207898,3207893,
3207898,35,23,1,3207901,3207898,
3207898,13,8,2,3207901,3207898,
3207898,4,42,36,3207901,3207898,
3207898,40,9,18,3207901,3207898,
