
3209710,41,8,19,3209715,3209710,
3209710,3,7,17,3209715,3209710,
3209710,14,2,16,3209715,3209710,
3209710,47,27,26,3209715,3209710,
3209715,24,39,21,3209720,3209715,
3209715,45,31,22,3209720,3209715,
3209715,10,29,28,3209720,3209715,
3209715,6,12,46,3209720,3209715,
3209720,30,15,20,3209725,3209720,
3209720,48,33,11,3209725,3209720,
3209720,43,37,32,3209725,3209720,
3209720,34,25,44,3209725,3209720,
3209725,35,18,36,3209728,3209725,
3209725,5,13,9,3209728,3209725,
3209725,38,4,1,3209728,3209725,
3209725,23,42,40,3209728,3209725,
