
1669569,16,43,35,1669574,1669569,
1669569,24,36,18,1669574,1669569,
1669569,3,17,42,1669574,1669569,
1669569,2,11,33,1669574,1669569,
1669574,13,19,8,1669579,1669574,
1669574,7,37,40,1669579,1669574,
1669574,4,23,44,1669579,1669574,
1669574,32,9,38,1669579,1669574,
1669579,27,46,48,1669584,1669579,
1669579,5,26,34,1669584,1669579,
1669579,25,1,28,1669584,1669579,
1669579,20,15,30,1669584,1669579,
1669584,12,6,21,1669587,1669584,
1669584,47,45,39,1669587,1669584,
1669584,29,31,41,1669587,1669584,
1669584,10,22,14,1669587,1669584,
