
1636410,14,45,43,1636415,1636410,
1636410,2,47,16,1636415,1636410,
1636410,24,11,32,1636415,1636410,
1636410,6,48,34,1636415,1636410,
1636415,17,13,25,1636420,1636415,
1636415,22,12,20,1636420,1636415,
1636415,42,8,5,1636420,1636415,
1636415,9,40,4,1636420,1636415,
1636420,44,27,26,1636425,1636420,
1636420,19,15,30,1636425,1636420,
1636420,1,28,10,1636425,1636420,
1636420,23,37,33,1636425,1636420,
1636425,35,38,18,1636428,1636425,
1636425,7,3,41,1636428,1636425,
1636425,31,21,39,1636428,1636425,
1636425,46,29,36,1636428,1636425,
