
1664718,24,16,43,1664723,1664718,
1664718,2,36,17,1664723,1664718,
1664718,46,35,40,1664723,1664718,
1664718,18,33,11,1664723,1664718,
1664723,13,19,8,1664728,1664723,
1664723,3,7,37,1664728,1664723,
1664723,38,23,44,1664728,1664723,
1664723,32,9,4,1664728,1664723,
1664728,42,5,25,1664733,1664728,
1664728,27,26,34,1664733,1664728,
1664728,1,28,29,1664733,1664728,
1664728,20,15,30,1664733,1664728,
1664733,12,6,21,1664736,1664733,
1664733,41,47,14,1664736,1664733,
1664733,10,22,31,1664736,1664733,
1664733,48,45,39,1664736,1664733,
