
3146983,45,47,41,3146988,3146983,
3146983,48,46,43,3146988,3146983,
3146983,39,42,38,3146988,3146983,
3146983,37,40,44,3146988,3146983,
3146988,3,7,9,3146993,3146988,
3146988,4,8,5,3146993,3146988,
3146988,10,6,12,3146993,3146988,
3146988,11,2,1,3146993,3146988,
3146993,26,34,29,3146998,3146993,
3146993,35,27,25,3146998,3146993,
3146993,31,30,28,3146998,3146993,
3146993,32,33,36,3146998,3146993,
3146998,16,24,14,3147001,3146998,
3146998,17,18,22,3147001,3146998,
3146998,23,13,19,3147001,3146998,
3146998,20,15,21,3147001,3146998,
