
255886,39,2,51,41,255891,255886,
255886,100,93,82,56,255891,255886,
255886,99,14,47,22,255891,255886,
255886,98,53,77,76,255891,255886,
255886,70,6,85,81,255891,255886,
255891,12,74,78,65,255896,255891,
255891,10,57,75,15,255896,255891,
255891,50,48,34,46,255896,255891,
255891,94,79,69,49,255896,255891,
255891,19,61,13,23,255896,255891,
255896,1,52,58,27,255901,255896,
255896,60,88,32,40,255901,255896,
255896,17,91,86,42,255901,255896,
255896,25,64,44,4,255901,255896,
255896,71,89,92,8,255901,255896,
255901,59,55,90,72,255906,255901,
255901,20,96,30,66,255906,255901,
255901,5,63,80,43,255906,255901,
255901,83,97,95,28,255906,255901,
255901,38,9,84,37,255906,255901,
255906,26,16,24,45,255909,255906,
255906,35,7,36,73,255909,255906,
255906,62,29,31,21,255909,255906,
255906,68,3,18,67,255909,255906,
255906,87,33,11,54,255909,255906,
