
2214408,31,29,26,2214413,2214408,
2214408,30,19,8,2214413,2214408,
2214408,6,15,20,2214413,2214408,
2214408,12,28,1,2214413,2214408,
2214413,44,13,42,2214418,2214413,
2214413,40,9,32,2214418,2214413,
2214413,25,27,38,2214418,2214413,
2214413,5,23,4,2214418,2214413,
2214418,37,7,3,2214423,2214418,
2214418,11,33,18,2214423,2214418,
2214418,17,43,16,2214423,2214418,
2214418,35,34,46,2214423,2214418,
2214423,45,39,21,2214426,2214423,
2214423,41,47,14,2214426,2214423,
2214423,24,36,2,2214426,2214423,
2214423,48,10,22,2214426,2214423,
