
2673105,2,36,38,2673110,2673105,
2673105,14,45,10,2673110,2673105,
2673105,39,47,18,2673110,2673105,
2673105,21,8,32,2673110,2673105,
2673110,24,7,37,2673115,2673110,
2673110,17,40,35,2673115,2673110,
2673110,41,22,15,2673115,2673110,
2673110,33,11,26,2673115,2673110,
2673115,13,19,20,2673120,2673115,
2673115,4,25,34,2673120,2673115,
2673115,43,5,30,2673120,2673115,
2673115,48,28,1,2673120,2673115,
2673120,46,16,29,2673123,2673120,
2673120,12,6,31,2673123,2673120,
2673120,44,23,27,2673123,2673120,
2673120,42,9,3,2673123,2673120,
