
2698053,21,45,16,2698058,2698053,
2698053,14,41,24,2698058,2698053,
2698053,12,26,46,2698058,2698053,
2698053,39,2,36,2698058,2698053,
2698058,23,4,42,2698063,2698058,
2698058,33,11,7,2698063,2698058,
2698058,18,37,32,2698063,2698058,
2698058,27,44,13,2698063,2698058,
2698063,17,3,34,2698068,2698063,
2698063,9,40,38,2698068,2698063,
2698063,5,19,10,2698068,2698063,
2698063,35,43,25,2698068,2698063,
2698068,1,28,22,2698071,2698068,
2698068,20,15,6,2698071,2698068,
2698068,29,31,47,2698071,2698068,
2698068,8,30,48,2698071,2698068,
