
1107720,2,4,23,1107725,1107720,
1107720,47,22,15,1107725,1107720,
1107720,45,7,40,1107725,1107720,
1107720,14,31,12,1107725,1107720,
1107725,10,1,19,1107730,1107725,
1107725,20,8,44,1107730,1107725,
1107725,48,25,5,1107730,1107725,
1107725,33,11,32,1107730,1107725,
1107730,28,24,18,1107735,1107730,
1107730,27,26,46,1107735,1107730,
1107730,42,9,35,1107735,1107730,
1107730,13,37,3,1107735,1107730,
1107735,16,39,21,1107738,1107735,
1107735,34,29,41,1107738,1107735,
1107735,38,30,6,1107738,1107735,
1107735,43,17,36,1107738,1107735,
