
214408,98,93,82,16,214413,214408,
214408,36,73,67,66,214413,214408,
214408,51,70,6,81,214413,214408,
214408,41,2,42,23,214413,214408,
214408,31,74,71,61,214413,214408,
214413,1,92,44,4,214418,214413,
214413,62,86,40,59,214418,214413,
214413,52,65,48,17,214418,214413,
214413,64,72,55,27,214418,214413,
214413,3,7,35,80,214418,214413,
214418,58,87,18,43,214423,214418,
214418,9,37,60,68,214423,214418,
214418,13,90,19,8,214423,214418,
214418,91,56,49,15,214423,214418,
214418,32,84,88,54,214423,214418,
214423,38,11,33,24,214428,214423,
214423,63,96,69,28,214428,214423,
214423,5,83,97,30,214428,214423,
214423,95,79,94,85,214428,214423,
214423,25,89,20,75,214428,214423,
214428,57,78,12,99,214431,214428,
214428,50,14,39,21,214431,214428,
214428,34,26,46,45,214431,214428,
214428,76,10,47,53,214431,214428,
214428,29,22,77,100,214431,214428,
