
2734446,6,12,31,2734451,2734446,
2734446,22,47,41,2734451,2734446,
2734446,14,45,24,2734451,2734446,
2734446,21,39,2,2734451,2734446,
2734451,16,46,43,2734456,2734451,
2734451,18,33,11,2734456,2734451,
2734451,36,3,17,2734456,2734451,
2734451,7,9,32,2734456,2734451,
2734456,4,13,44,2734461,2734456,
2734456,35,26,27,2734461,2734456,
2734456,38,23,5,2734461,2734456,
2734456,37,40,42,2734461,2734456,
2734461,34,48,10,2734464,2734461,
2734461,19,8,1,2734464,2734461,
2734461,25,28,29,2734464,2734461,
2734461,20,15,30,2734464,2734461,
