
1636872,45,47,12,1636877,1636872,
1636872,14,41,16,1636877,1636872,
1636872,24,18,11,1636877,1636872,
1636872,48,34,43,1636877,1636872,
1636877,36,40,4,1636882,1636877,
1636877,22,44,5,1636882,1636877,
1636877,17,42,25,1636882,1636877,
1636877,9,13,8,1636882,1636877,
1636882,28,29,26,1636887,1636882,
1636882,20,15,30,1636887,1636882,
1636882,27,19,1,1636887,1636882,
1636882,23,37,33,1636887,1636882,
1636887,35,3,2,1636890,1636887,
1636887,38,32,7,1636890,1636887,
1636887,6,21,39,1636890,1636887,
1636887,46,10,31,1636890,1636887,
