
1137015,41,17,35,1137020,1137015,
1137015,21,6,12,1137020,1137015,
1137015,39,22,48,1137020,1137015,
1137015,14,31,29,1137020,1137015,
1137020,34,27,5,1137025,1137020,
1137020,28,1,25,1137025,1137020,
1137020,8,19,44,1137025,1137020,
1137020,42,13,23,1137025,1137020,
1137025,38,40,32,1137030,1137025,
1137025,4,9,37,1137030,1137025,
1137025,20,15,30,1137030,1137025,
1137025,7,18,3,1137030,1137025,
1137030,43,26,16,1137033,1137030,
1137030,46,10,47,1137033,1137030,
1137030,24,2,45,1137033,1137030,
1137030,33,11,36,1137033,1137030,
