
2164827,30,20,40,2164832,2164827,
2164827,32,42,4,2164832,2164827,
2164827,41,48,26,2164832,2164827,
2164827,47,22,34,2164832,2164827,
2164832,3,33,11,2164837,2164832,
2164832,6,12,27,2164837,2164832,
2164832,46,1,5,2164837,2164832,
2164832,8,19,13,2164837,2164832,
2164837,9,37,7,2164842,2164837,
2164837,23,44,25,2164842,2164837,
2164837,18,2,24,2164842,2164837,
2164837,35,38,17,2164842,2164837,
2164842,43,15,10,2164845,2164842,
2164842,28,36,14,2164845,2164842,
2164842,29,31,39,2164845,2164842,
2164842,16,45,21,2164845,2164842,
