
2098047,45,47,41,2098052,2098047,
2098047,48,46,43,2098052,2098047,
2098047,39,42,38,2098052,2098047,
2098047,37,40,44,2098052,2098047,
2098052,3,7,9,2098057,2098052,
2098052,4,8,5,2098057,2098052,
2098052,10,6,12,2098057,2098052,
2098052,11,2,1,2098057,2098052,
2098057,26,34,29,2098062,2098057,
2098057,35,23,25,2098062,2098057,
2098057,31,30,28,2098062,2098057,
2098057,32,33,36,2098062,2098057,
2098062,27,17,18,2098065,2098062,
2098062,16,24,14,2098065,2098062,
2098062,15,22,21,2098065,2098062,
2098062,13,19,20,2098065,2098062,
