
412586,21,39,100,48,412591,412586,
412586,74,81,78,95,412591,412586,
412586,98,53,77,56,412591,412586,
412586,99,22,82,29,412591,412586,
412586,70,6,85,12,412591,412586,
412591,26,68,58,17,412596,412591,
412591,35,42,4,59,412596,412591,
412591,90,55,61,13,412596,412591,
412591,97,89,92,19,412596,412591,
412591,52,1,25,63,412596,412591,
412596,44,8,71,72,412601,412596,
412596,15,69,79,94,412601,412596,
412596,88,60,11,33,412601,412596,
412596,5,27,80,66,412601,412596,
412596,64,83,20,96,412601,412596,
412601,40,9,84,32,412606,412601,
412601,23,38,62,43,412606,412601,
412601,30,75,49,57,412606,412601,
412601,28,65,76,50,412606,412601,
412601,86,37,7,3,412606,412601,
412606,16,67,51,45,412609,412606,
412606,91,87,54,18,412609,412606,
412606,24,73,36,2,412609,412606,
412606,34,10,93,31,412609,412606,
412606,46,41,47,14,412609,412606,
