
206816,98,82,51,43,206821,206816,
206816,24,36,73,34,206821,206816,
206816,70,85,74,79,206821,206816,
206816,6,50,32,9,206821,206816,
206816,78,96,83,71,206821,206816,
206821,93,56,63,4,206826,206821,
206821,16,60,88,86,206826,206821,
206821,26,66,35,23,206826,206821,
206821,72,38,87,3,206826,206821,
206821,28,97,44,42,206826,206821,
206826,17,58,54,18,206831,206826,
206826,91,84,40,80,206831,206826,
206826,13,55,8,15,206831,206826,
206826,59,61,25,1,206831,206826,
206826,37,7,68,62,206831,206826,
206831,11,33,69,94,206836,206831,
206831,27,64,92,12,206836,206831,
206831,5,20,75,30,206836,206831,
206831,52,29,77,22,206836,206831,
206831,90,19,89,49,206836,206831,
206836,76,81,31,53,206839,206836,
206836,57,95,46,47,206839,206836,
206836,10,41,14,39,206839,206836,
206836,48,2,21,99,206839,206836,
206836,65,67,45,100,206839,206836,
