
759940,31,93,29,52,759945,759940,
759940,57,49,75,30,759945,759940,
759940,74,81,95,1,759945,759940,
759940,56,76,65,28,759945,759940,
759940,15,96,20,97,759945,759940,
759945,35,84,9,40,759950,759945,
759945,72,90,55,59,759950,759945,
759945,25,64,44,23,759950,759945,
759945,63,5,27,80,759950,759945,
759945,8,19,61,13,759950,759945,
759950,4,42,91,58,759955,759950,
759950,88,60,87,3,759955,759950,
759950,71,92,89,83,759955,759950,
759950,32,86,37,7,759955,759950,
759950,38,17,68,62,759955,759950,
759955,66,26,34,48,759960,759955,
759955,33,11,54,18,759960,759955,
759955,36,73,24,51,759960,759955,
759955,43,16,67,41,759960,759955,
759955,46,50,82,10,759960,759955,
759960,78,69,79,94,759963,759960,
759960,47,14,39,21,759963,759960,
759960,22,77,53,98,759963,759960,
759960,45,2,100,99,759963,759960,
759960,12,85,6,70,759963,759960,
