
242904,95,83,64,25,242909,242904,
242904,93,56,76,28,242909,242904,
242904,70,78,15,96,242909,242904,
242904,85,12,57,1,242909,242904,
242904,31,49,75,30,242909,242904,
242909,66,17,37,86,242914,242909,
242909,63,89,92,8,242914,242909,
242909,97,71,90,55,242914,242909,
242909,26,68,40,80,242914,242909,
242909,19,61,13,59,242914,242909,
242914,44,23,42,38,242919,242914,
242914,9,88,60,54,242919,242914,
242914,5,72,20,27,242919,242914,
242914,32,91,7,24,242919,242914,
242914,35,34,43,58,242919,242914,
242919,3,18,67,65,242924,242919,
242919,87,33,11,47,242924,242919,
242919,73,36,2,51,242924,242919,
242919,62,4,84,16,242924,242919,
242919,48,50,6,22,242924,242919,
242924,82,69,79,94,242927,242924,
242924,10,39,21,98,242927,242924,
242924,81,74,53,77,242927,242924,
242924,41,45,14,99,242927,242924,
242924,46,52,29,100,242927,242924,
