
1573578,45,47,41,1573583,1573578,
1573578,48,46,43,1573583,1573578,
1573578,39,42,38,1573583,1573578,
1573578,37,40,44,1573583,1573578,
1573583,3,7,9,1573588,1573583,
1573583,4,8,5,1573588,1573583,
1573583,10,6,12,1573588,1573583,
1573583,11,2,1,1573588,1573583,
1573588,26,34,29,1573593,1573588,
1573588,35,27,25,1573593,1573588,
1573588,31,30,28,1573593,1573588,
1573588,32,33,36,1573593,1573588,
1573593,16,24,14,1573596,1573593,
1573593,17,18,22,1573596,1573593,
1573593,23,13,19,1573596,1573593,
1573593,20,15,21,1573596,1573593,
