
257048,14,47,41,16,257053,257048,
257048,99,29,48,46,257053,257048,
257048,100,22,93,50,257053,257048,
257048,39,24,36,73,257053,257048,
257048,2,45,51,26,257053,257048,
257053,18,87,3,68,257058,257053,
257053,54,60,88,42,257058,257053,
257053,37,86,84,40,257058,257053,
257053,43,52,27,80,257058,257053,
257053,67,62,17,38,257058,257053,
257058,23,59,44,8,257063,257058,
257058,13,61,55,64,257063,257058,
257058,58,35,5,25,257063,257058,
257058,90,19,92,83,257063,257058,
257058,33,11,91,4,257063,257058,
257063,32,9,7,95,257068,257063,
257063,30,69,79,94,257068,257063,
257063,72,20,15,49,257068,257063,
257063,97,71,89,96,257068,257063,
257063,63,1,75,57,257068,257063,
257068,78,81,74,98,257071,257068,
257068,12,85,6,77,257071,257068,
257068,28,66,82,31,257071,257068,
257068,65,76,10,21,257071,257068,
257068,34,56,70,53,257071,257068,
