
1621332,41,34,42,1621337,1621332,
1621332,24,11,35,1621337,1621332,
1621332,28,13,27,1621337,1621332,
1621332,5,44,4,1621337,1621332,
1621337,17,16,25,1621342,1621337,
1621337,29,6,12,1621342,1621337,
1621337,32,9,40,1621342,1621337,
1621337,38,7,18,1621342,1621337,
1621342,37,33,39,1621347,1621342,
1621342,3,20,15,1621347,1621342,
1621342,19,1,26,1621347,1621342,
1621342,23,46,48,1621347,1621342,
1621347,10,36,2,1621350,1621347,
1621347,8,30,21,1621350,1621347,
1621347,22,31,47,1621350,1621347,
1621347,43,45,14,1621350,1621347,
