
241734,95,83,64,63,241739,241734,
241734,93,56,76,28,241739,241734,
241734,31,78,15,96,241739,241734,
241734,85,12,57,1,241739,241734,
241734,70,49,75,30,241739,241734,
241739,66,17,86,40,241744,241739,
241739,25,89,92,8,241744,241739,
241739,97,71,90,55,241744,241739,
241739,26,68,37,80,241744,241739,
241739,19,61,13,59,241744,241739,
241744,44,23,42,38,241749,241744,
241744,9,88,60,54,241749,241744,
241744,5,72,20,27,241749,241744,
241744,32,91,7,24,241749,241744,
241744,35,34,43,58,241749,241744,
241749,3,16,67,48,241754,241749,
241749,87,33,11,47,241754,241749,
241749,73,36,2,51,241754,241749,
241749,62,4,84,18,241754,241749,
241749,65,6,22,50,241754,241749,
241754,82,69,79,94,241757,241754,
241754,10,39,21,98,241757,241754,
241754,46,81,74,77,241757,241754,
241754,41,45,14,99,241757,241754,
241754,52,29,53,100,241757,241754,
