
208896,6,82,50,28,208901,208896,
208896,24,36,73,34,208901,208896,
208896,77,70,74,79,208901,208896,
208896,98,51,9,32,208901,208896,
208896,95,57,83,71,208901,208896,
208901,31,56,65,63,208906,208901,
208901,16,3,87,86,208906,208901,
208901,26,43,35,44,208906,208901,
208901,64,72,23,42,208906,208901,
208901,17,7,60,38,208906,208901,
208906,18,54,58,4,208911,208906,
208906,91,84,40,80,208911,208906,
208906,59,13,61,55,208911,208906,
208906,8,15,75,1,208911,208906,
208906,37,88,68,62,208911,208906,
208911,11,33,22,12,208916,208911,
208911,27,92,89,97,208916,208911,
208911,30,20,96,94,208916,208911,
208911,66,49,69,93,208916,208911,
208911,5,90,19,85,208916,208911,
208916,78,81,29,47,208919,208916,
208916,14,2,39,21,208919,208916,
208916,76,10,45,99,208919,208916,
208916,48,41,53,100,208919,208916,
208916,52,25,46,67,208919,208916,
