
214980,70,56,50,28,214985,214980,
214980,31,26,3,38,214985,214980,
214980,85,12,78,95,214985,214980,
214980,20,89,92,97,214985,214980,
214980,79,75,96,57,214985,214980,
214985,83,71,9,84,214990,214985,
214985,23,86,37,7,214990,214985,
214985,72,64,5,35,214990,214985,
214985,65,14,51,80,214990,214985,
214985,8,19,55,58,214990,214985,
214990,44,59,42,40,214995,214990,
214990,32,88,68,43,214995,214990,
214990,17,74,76,29,214995,214990,
214990,27,90,30,45,214995,214990,
214990,91,60,54,36,214995,214990,
214995,4,13,61,25,215000,214995,
214995,66,62,67,22,215000,214995,
214995,87,18,2,24,215000,214995,
214995,63,46,73,82,215000,214995,
214995,34,77,53,98,215000,214995,
215000,49,15,69,94,215003,215000,
215000,16,33,11,100,215003,215000,
215000,48,10,41,47,215003,215000,
215000,52,1,81,6,215003,215000,
215000,93,99,21,39,215003,215000,
