
269606,39,21,41,24,269611,269606,
269606,99,98,93,50,269611,269606,
269606,47,22,48,26,269611,269606,
269606,100,14,51,16,269611,269606,
269606,45,2,36,73,269611,269606,
269611,18,3,58,4,269616,269611,
269611,68,86,84,40,269616,269611,
269611,87,60,88,37,269616,269611,
269611,43,34,66,80,269616,269611,
269611,67,62,17,38,269616,269611,
269616,59,13,61,8,269621,269616,
269616,35,23,44,63,269621,269616,
269616,27,5,25,64,269621,269616,
269616,90,55,19,92,269621,269616,
269616,91,11,33,54,269621,269616,
269621,42,9,32,7,269626,269621,
269621,75,69,79,94,269626,269621,
269621,72,97,49,95,269626,269621,
269621,71,89,20,30,269626,269621,
269621,83,96,15,57,269626,269621,
269626,78,6,31,77,269629,269626,
269626,81,12,70,53,269629,269626,
269626,1,65,10,82,269629,269626,
269626,28,52,46,29,269629,269626,
269626,76,56,74,85,269629,269626,
