
3254272,39,21,14,3254277,3254272,
3254272,11,33,18,3254277,3254272,
3254272,47,22,29,3254277,3254272,
3254272,2,45,41,3254277,3254272,
3254277,31,6,12,3254282,3254277,
3254277,48,34,26,3254282,3254277,
3254277,46,43,35,3254282,3254277,
3254277,24,36,16,3254282,3254277,
3254282,38,27,5,3254287,3254282,
3254282,3,7,37,3254287,3254282,
3254282,32,9,40,3254287,3254282,
3254282,23,13,44,3254287,3254282,
3254287,4,42,17,3254290,3254287,
3254287,25,28,10,3254290,3254287,
3254287,19,8,1,3254290,3254287,
3254287,20,15,30,3254290,3254287,
