
1124520,36,18,7,1124525,1124520,
1124520,10,37,17,1124525,1124520,
1124520,39,21,46,1124525,1124520,
1124520,22,12,30,1124525,1124520,
1124525,26,42,4,1124530,1124525,
1124525,1,8,44,1124530,1124525,
1124525,48,43,27,1124530,1124525,
1124525,25,19,13,1124530,1124525,
1124530,5,38,35,1124535,1124530,
1124530,23,40,9,1124535,1124530,
1124530,20,15,28,1124535,1124530,
1124530,32,3,34,1124535,1124530,
1124535,29,31,14,1124538,1124535,
1124535,16,41,47,1124538,1124535,
1124535,6,24,45,1124538,1124535,
1124535,33,11,2,1124538,1124535,
