
210144,6,82,50,42,210149,210144,
210144,24,36,73,34,210149,210144,
210144,77,70,74,49,210149,210144,
210144,98,51,32,38,210149,210144,
210144,31,57,83,71,210149,210144,
210149,56,89,19,44,210154,210149,
210149,16,62,86,9,210154,210149,
210149,65,25,59,35,210154,210149,
210149,64,72,90,23,210154,210149,
210149,3,87,7,17,210154,210149,
210154,58,54,18,43,210159,210154,
210154,40,84,37,80,210159,210154,
210154,4,13,61,55,210159,210154,
210154,8,15,75,1,210159,210154,
210154,91,88,60,68,210159,210154,
210159,28,11,33,67,210164,210159,
210159,27,92,94,85,210164,210159,
210159,5,96,30,12,210164,210159,
210159,66,95,69,79,210164,210159,
210159,63,97,20,93,210164,210159,
210164,78,81,29,47,210167,210164,
210164,22,99,21,39,210167,210164,
210164,76,10,45,100,210167,210164,
210164,41,2,14,53,210167,210164,
210164,52,26,46,48,210167,210164,
